time,1x1,1x2,1x3,1v1,1v2,1v32x1,2x2,2x3,2v1,2v2,2v3
2451545,0,0,0,0,0,0,-0.1771350998034,0.88742852243546,0.38474289861126,-0.017207625066858,-0.0028981677276473,-0.0012563950525523
2451546,-8.5467530732985e-11,4.1430132270108e-10,1.7961954295498e-10,-1.7361179505933e-10,8.2813164825589e-10,3.590349015806e-10,-0.19431426846437,0.88439241312345,0.38342669924967,-0.017149821036888,-0.0031738940779165,-0.0013759356874749
2451547,-3.5256763566105e-10,1.6552761364262e-09,7.1764185295905e-10,-3.6325527817096e-10,1.653301895672e-09,7.1678598698313e-10,-0.21143296257774,0.88108106295447,0.38199116972229,-0.017086679257968,-0.0034486344300693,-0.0014950488759282
2451548,-8.1730143274022e-10,3.7198279589005e-09,1.6127245495221e-09,-5.6886835145884e-10,2.4752407649844e-09,1.0731362080473e-09,-0.22848585457289,0.87749550290201,0.38043675697456,-0.01701822040558,-0.0037222988952025,-0.0016136956467388
2451549,-1.4956050734358e-09,6.6045909063528e-09,2.8634084535999e-09,-7.9038318444624e-10,3.2936794493745e-09,1.4279690240234e-09,-0.24546763850976,0.87363685363671,0.37876394684001,-0.016944467063876,-0.0039947979741125,-0.0017318371976757
2451550,-2.4033440245193e-09,1.030593092058e-08,4.4681181195519e-09,-1.027726243361e-09,4.1083504255921e-09,1.7811684506171e-09,-0.26237303198276,0.8695063251179,0.37697326386311,-0.016865443715917,-0.0042660425949596,-0.0018494349117794
2451551,-3.5563073806972e-09,1.4819947108779e-08,6.4251624159896e-09,-1.2808183234911e-09,4.9189875663565e-09,2.1326191087203e-09,-0.27919677801436,0.86510521614746,0.37506527110589,-0.016781176732903,-0.0045359441506921,-0.0019664503735873
2451552,-4.9702022111107e-09,2.0142473195387e-08,8.7327351551842e-09,-1.5495745845647e-09,5.7253262519525e-09,2.4822062727935e-09,-0.29593364693747,0.86043491388642,0.37304056993836,-0.016691694362396,-0.004804414536202,-0.0020828453852426
2451553,-6.6606479427156e-09,2.6269079085074e-08,1.1388915770669e-08,-1.8339045891268e-09,6.5271034809414e-09,2.829815918865e-09,-0.31257843826541,0.85549689333458,0.37089979981295,-0.016597026715537,-0.0050713661851863,-0.0021985819824751
2451554,-8.6431707835244e-09,3.3195072535982e-08,1.4391670042631e-08,-2.1337123438814e-09,7.324057979907e-09,3.1753347721103e-09,-0.32912598254877,0.85029271677339,0.36864363802294,-0.016497205753285,-0.005336712106687,-0.0023136224504431
2451555,-1.0933198188659e-08,4.0915500942188e-08,1.7738850870666e-08,-2.4488963439641e-09,8.1159303121596e-09,3.5186503539813e-09,-0.34557114321789,0.84482403317253,0.36627279944519,-0.016392265271673,-0.0056003659212839,-0.0024279293394253
2451556,-1.3546053372126e-08,4.9425153224315e-08,2.1428199093413e-08,-2.7793496201086e-09,8.9024629853178e-09,3.859651028848e-09,-0.36190881841019,0.83909257756034,0.36378803626727,-0.016282240886108,-0.0058622418969142,-0.0025414654803496
2451557,-1.6496949867189e-08,5.871856182714e-08,2.5457344354582e-08,-3.1249597886675e-09,9.6834005576958e-09,4.1982260501227e-09,-0.37813394278127,0.83310017035879,0.36119013769905,-0.016167170014716,-0.0061222549842939,-0.0026541940001508
2451558,-1.9800986138171e-08,6.8790004822956e-08,2.9823806014829e-08,-3.4856091044439e-09,1.0458489743418e-08,4.5342656058327e-09,-0.39424148929893,0.82684871668316,0.35847992966917,-0.016047091860746,-0.0063803208519158,-0.0027660783369433
2451559,-2.3473140246476e-08,7.9633508119381e-08,3.4524994108915e-08,-3.8611745162889e-09,1.1227479516191e-08,4.86766086361e-09,-0.41022647101912,0.8203402056069,0.3556582745063,-0.015922047394068,-0.0066363559206002,-0.002877082255001
2451560,-2.7528264573568e-08,9.1242847770239e-08,3.9558210347554e-08,-4.2515277254175e-09,1.1990121211659e-08,5.1983040150681e-09,-0.42608394284289,0.81357670939228,0.35272607060558,-0.015792079331749,-0.0068902773975746,-0.0029871698595323
2451561,-3.1981080603608e-08,1.0361155238806e-07,4.4920649163311e-08,-4.6565352463907e-09,1.2746168628272e-08,5.526088319534e-09,-0.44180900325355,0.80656038268712,0.34968425208041,-0.015657232117753,-0.0071420033100576,-0.0030963056112406
2451562,-3.6846173768385e-08,1.1673290565668e-07,5.0609398799906e-08,-5.0760584707129e-09,1.3495378126608e-08,5.8509081471068e-09,-0.45739679603303,0.79929346168822,0.34653378839977,-0.015517551901764,-0.0073914525383271,-0.003204454340661
2451563,-4.213798835712e-08,1.3059994894234e-07,5.6621442444225e-08,-5.509953732988e-09,1.4237508727061e-08,6.1726590210146e-09,-0.47284251195667,0.79177826327199,0.34327568401127,-0.015373086517162,-0.0076385448482479,-0.0033115812622626
2451564,-4.7870822493695e-08,1.4520548400169e-07,6.2953659400318e-08,-5.9580723795761e-09,1.4972322205863e-08,6.4912376592403e-09,-0.48814139046553,0.78401718409286,0.33991097795032,-0.015223885458162,-0.0078832009232396,-0.003417651988308
2451565,-5.4058823183755e-08,1.6054207578485e-07,6.960282630466e-08,-6.4202608396922e-09,1.5699583189343e-08,6.8065420153913e-09,-0.50328872131549,0.77601269964994,0.3364407434355,-0.015069999856142,-0.0081253423956617,-0.0035226325424609
2451566,-6.0715981434105e-08,1.7660205533193e-07,7.6565618381879e-08,-6.8963606988834e-09,1.6419059246389e-08,7.1184713187849e-09,-0.51827984620222,0.76776736332266,0.33286608745043,-0.014911482455177,-0.0083648918775987,-0.0036264893731325
2451567,-6.7856127446747e-08,1.9337752276104e-07,8.3838610740178e-08,-7.3862087748219e-09,1.7130520979042e-08,7.4269261137258e-09,-0.53311016036132,0.75928380537592,0.32918815031249,-0.014748387586807,-0.0086017729910227,-0.0037291893665589
2451568,-7.5492925889848e-08,2.1086035034594e-07,9.1418279705609e-08,-7.8896371953469e-09,1.7833742111169e-08,7.7318082979505e-09,-0.54777511414289,0.75056473193537,0.32540810522859,-0.014580771144053,-0.0088359103973179,-0.0038306998596012
2451569,-8.363987124783e-08,2.2904218568137e-07,9.9301004194378e-08,-8.4064734786874e-09,1.8528499575164e-08,8.0330211602159e-09,-0.56227021455968,0.74161292393351,0.3215271578382,-0.014408690554701,-0.0090672298261464,-0.0039309886522605
2451570,-9.2310283252763e-08,2.4791445493408e-07,1.0748306712229e-07,-8.9365406157973e-09,1.9214573596615e-08,8.3304694170091e-09,-0.57659102680821,0.73243123602727,0.31754654574415,-0.014232204753898,-0.0092956581036404,-0.0040300240199007
2451571,-1.0151730239911e-07,2.6746836617755e-07,1.1596065685046e-07,-9.479657154731e-09,1.9891747776911e-08,8.6240592483587e-09,-0.59073317576215,0.72302259548772,0.31346753803122,-0.01405137415605,-0.009521123179903,-0.0041277747251716
2451572,-1.1127388554382e-07,2.8769491280814e-07,1.2472986866638e-07,-1.0035637286986e-08,2.0559809173711e-08,8.9136983327247e-09,-0.60469234743726,0.71339000106264,0.30929143477305,-0.01386626062608,-0.009743554155803,-0.0042242100296255
2451573,-1.2159280159377e-07,3.0858487704071e-07,1.337867062994e-07,-1.0604290935742e-08,2.1218548379256e-08,9.199295880951e-09,-0.61846429042727,0.70353652181269,0.30501956652757,-0.013676927450046,-0.0099628813090482,-0.0043192997050221
2451574,-1.3248662728229e-07,3.301288334815e-07,1.431270834697e-07,-1.1185423845914e-08,2.1867759596477e-08,9.4807626692605e-09,-0.63204481731005,0.69346529592178,0.30065329382123,-0.013483439305159,-0.010179036119524,-0.0044130140443134
2451575,-1.4396774303669e-07,3.5231715277586e-07,1.5274682546976e-07,-1.1778837675949e-08,2.2507240712848e-08,9.7580110712757e-09,-0.64542980602357,0.6831795294826,0.29619400662249,-0.01328586222922,-0.010391951293886,-0.0045053238723059
2451576,-1.5604832893835e-07,3.7514000532882e-07,1.6264167077735e-07,-1.2384330091294e-08,2.313679337196e-08,1.003095508905e-08,-0.65861520121092,0.6726824952578,0.29164312380475,-0.013084263589499,-0.010601560789387,-0.0045962005559917
2451577,-1.6874036077715e-07,3.98587365096e-07,1.7280727269905e-07,-1.3001694859432e-08,2.3756223042782e-08,1.0299510383096e-08,-0.67159701553406,0.66197753141788,0.28700209259917,-0.01287871205109,-0.010807799836939,-0.0046856160145467
2451578,-1.8205560620163e-07,4.2264901344267e-07,1.8323920104333e-07,-1.3630721946447e-08,2.4365339086568e-08,1.0563594301392e-08,-0.68437133095557,0.65106804025626,0.28227238803756,-0.012669277544767,-0.011010604963391,-0.0047735427289887
2451579,-1.9600562096649e-07,4.4731454306849e-07,1.9393294382205e-07,-1.4271197614995e-08,2.4963954821388e-08,1.0823125907362e-08,-0.69693429998807,0.63995748688256,0.27745551238593,-0.012456031234357,-0.011209914013013,-0.0048599537514925
2451580,-2.1060174527869e-07,4.7257336199556e-07,2.0488390897952e-07,-1.492290452363e-08,2.5551887584259e-08,1.1078026006811e-08,-0.70928214691077,0.62864939789476,0.27255299456878,-0.012239045483671,-0.011405666168182,-0.004944822714359
2451581,-2.2585510024359e-07,4.9841469761747e-07,2.1608742614784e-07,-1.5585621827396e-08,2.6128958790846e-08,1.1328217173811e-08,-0.72141116895275,0.61714736003111,0.26756638958463,-0.012018393823017,-0.011597801969263,-0.0050281238386327
2451582,-2.4177658441214e-07,5.2482760080675e-07,2.2753874842771e-07,-1.6259125279592e-08,2.6694993992719e-08,1.1573623775522e-08,-0.73331773744255,0.60545501880251,0.26249727791312,-0.011794150915312,-0.011786263333667,-0.0051098319423673
2451583,-2.5837687043059e-07,5.5180095007839e-07,2.3923305419349e-07,-1.6943187334645e-08,2.7249822932139e-08,1.1814171995947e-08,-0.74499829892364,0.5935760771063,0.25734726491405,-0.011566392521832,-0.011970993574097,-0.0051899224485341
2451584,-2.756664017934e-07,5.7932345580688e-07,2.5116544892146e-07,-1.7637577251997e-08,2.7793279594367e-08,1.2049789858612e-08,-0.7564493762356,0.58151429382216,0.2521179802186,-0.011335195467621,-0.012151937415962,-0.0052683713925729
2451585,-2.9365538970063e-07,6.0738366449434e-07,2.6333096704021e-07,-1.8342061200934e-08,2.8325202257478e-08,1.228040724816e-08,-0.76766756956037,0.56927348239109,0.24681107711327,-0.011100637606594,-0.012329041013963,-0.005345155429583
2451586,-3.1235381002052e-07,6.3596996308716e-07,2.7572457380214e-07,-1.9056402366255e-08,2.884543353967e-08,1.2505955930867e-08,-0.7786495574336,0.55685750937813,0.24142823191679,-0.010862797786349,-0.012502251967846,-0.0054202518411519
2451587,-3.3177140035824e-07,6.6507058333881e-07,2.8834116717488e-07,-1.978036105473e-08,2.9353820444058e-08,1.2726369574057e-08,-0.78939209772062,0.54427029301981,0.23597114335033,-0.010621755812721,-0.012671519337311,-0.0054936385418223
2451588,-3.5191765723129e-07,6.94673606216e-07,3.0117557975158e-07,-2.0513694802234e-08,2.9850214400953e-08,1.2941583764437e-08,-0.79989202855687,0.53151580175707,0.23044153190148,-0.010377592414119,-0.012836793656097,-0.0055652940851948
2451589,-3.7280183335248e-07,7.2476696634605e-07,3.1422258067902e-07,-2.1256158481497e-08,3.033447130762e-08,1.3151536025334e-08,-0.81014626925253,0.51859805275455,0.2248411391823,-0.010130389205641,-0.012998026945211,-0.0056351976696669
2451590,-3.9443293502088e-07,7.5533845650265e-07,3.2747687760241e-07,-2.200750441038e-08,3.0806451565515e-08,1.3356165832837e-08,-0.82015182116123,0.50552111040704,0.2191717272818,-0.0098802286530326,-0.013155172725333,-0.0057033291438086
2451591,-4.1681971962126e-07,7.8637573212758e-07,3.4093311862572e-07,-2.2767482460594e-08,3.1266020115e-08,1.3555414630852e-08,-0.82990576851256,0.49228908483399,0.21343507811323,-0.0096271940364815,-0.013308186028368,-0.0057696690113742
2451592,-4.3997069323248e-07,8.17866315886e-07,3.5458589428661e-07,-2.3535840166796e-08,3.171304646755e-08,1.3749225845062e-08,-0.83940527920843,0.47890613036278,0.20763299275655,-0.0093713694142992,-0.013457023408177,-0.0058341984359505
2451593,-4.6389410834508e-07,8.4979760225254e-07,3.6842973954472e-07,-2.4312322835963e-08,3.2147404735448e-08,1.3937544895805e-08,-0.8486476055829,0.46537644400185,0.2017672907964,-0.0091128395865026,-0.013601642950455,-0.0058968992452443
2451594,-4.8859796168841e-07,8.8215686212597e-07,3.8245913578231e-07,-2.5096673656982e-08,3.2568973658985e-08,1.4120319209864e-08,-0.85763008512576,0.45170426390419,0.195839809656,-0.0088516900583257,-0.013742004281794,-0.0059577539350085
2451595,-5.1408999216736e-07,9.1493124746977e-07,3.9666851281616e-07,-2.5888633810378e-08,3.2977636631169e-08,1.4297498231185e-08,-0.86635014116936,0.43789386782228,0.18985240392732,-0.008588007003688,-0.013878068577909,-0.0060167456726095
2451596,-5.4037767890892e-07,9.4810779597612e-07,4.1105225091964e-07,-2.6687942578085e-08,3.3373281719971e-08,1.4469033430515e-08,-0.87480528353913,0.42394957155523,0.18380694469777,-0.008321877228643,-0.014009798571042,-0.0060738583002378
2451597,-5.6746823941845e-07,9.8167343575104e-07,4.2560468285389e-07,-2.7494337453217e-08,3.3755801688105e-08,1.4634878313986e-08,-0.88299310916738,0.40987572738884,0.17770531887398,-0.0080533881348325,-0.014137158556547,-0.0061290763377643
2451598,-5.9536862784572e-07,1.0156149900179e-06,4.4032009590703e-07,-2.8307554249735e-08,3.4125094010374e-08,1.479498843063e-08,-0.89091130267062,0.39567672252959,0.17154942850279,-0.0077826276829726,-0.014260114398672,-0.0061823849852437
2451599,-6.240855333605e-07,1.0499191818374e-06,4.5519273394043e-07,-2.9127327211951e-08,3.4481060888598e-08,1.4949321378855e-08,-0.89855763689043,0.38135697753312,0.16534119008999,-0.0075096843563924,-0.014378633535522,-0.0062337701250702
2451600,-6.5362537863761e-07,1.0845726388406e-06,4.7021679944085e-07,-2.9953389123806e-08,3.482360926415e-08,1.5097836811879e-08,-0.90592997339789,0.36692094472831,0.15908253391705,-0.007234647124653,-0.014492684983236,-0.0062832183237865
2451601,-6.8399431845105e-07,1.1195618979743e-06,4.8538645557755e-07,-3.0785471417829e-08,3.5152650828108e-08,1.5240496442132e-08,-0.91302626296158,0.35237310663741,0.15277540335617,-0.006957605407267,-0.014602239339368,-0.0063307168335505
2451602,-7.1519823837689e-07,1.1548734102545e-06,5.0069582826329e-07,-3.1623304283733e-08,3.546810202908e-08,1.537726404465e-08,-0.91984454597955,0.33771797439329,0.14642175418414,-0.0066786490375426,-0.014707268785489,-0.0063762535932634
2451603,-7.4724275360459e-07,1.190493545527e-06,5.1613900821818e-07,-3.2466616776567e-08,3.576988407869e-08,1.5508105459454e-08,-0.92638295287501,0.32296008615448,0.14002355389509,-0.0063978682265749,-0.014807747089019,-0.006419817229364
2451604,-7.8013320785621e-07,1.226408597232e-06,5.317100530355e-07,-3.3315136924358e-08,3.6057922954797e-08,1.5632988592945e-08,-0.93263970445625,0.30810400551865,0.13358278101275,-0.0061153535274047,-0.014903649604292,-0.0064613970562913
2451605,-8.1387467241297e-07,1.2626047871714e-06,5.474029892483e-07,-3.4168591835193e-08,3.633214940244e-08,1.5751883418314e-08,-0.93861311224067,0.29315431993554,0.12710142440237,-0.0058311957993678,-0.014994953272875,-0.0065009830766227
2451606,-8.4847194524858e-07,1.2990682702751e-06,5.6321181439606e-07,-3.502670780366e-08,3.6592498932566e-08,1.5864761974995e-08,-0.9443015787434,0.27811563911984,0.12058148258257,-0.0055454861726541,-0.015081636623146,-0.0065385659808902
2451607,-8.8392955026867e-07,1.3357851393656e-06,5.7913049909018e-07,-3.5889210416601e-08,3.683891181857e-08,1.5971598367161e-08,-0.94970359773052,0.26299259346492,0.11402496303768,-0.005258316013097,-0.015163679769136,-0.0065741371470807
2451608,-9.2025173665565e-07,1.3727414299178e-06,5.9515298907768e-07,-3.675582465812e-08,3.7071333090678e-08,1.6072368761289e-08,-0.95481775443716,0.24778983245803,0.10743388153065,-0.0049697768872124,-0.015241064408666,-0.0066076886398257
2451609,-9.574424783181e-07,1.4099231248122e-06,6.1127320730182e-07,-3.7626275013772e-08,3.728971252821e-08,1.6167051382814e-08,-0.95964272575086,0.23251202309775,0.10081026141691,-0.0046799605275068,-0.015313773820764,-0.0066392132092848
2451610,-9.9550547344398e-07,1.447316159079e-06,6.2748505595905e-07,-3.8500285573907e-08,3.7494004649773e-08,1.6255626511865e-08,-0.96417728036029,0.21716384831436,0.094156132959547,-0.0043889587980715,-0.015381792862405,-0.0066687042897301
2451611,-1.0344441441567e-06,1.4849064246318e-06,6.4378241855117e-07,-3.9377580136082e-08,3.7684168701406e-08,1.6338076478139e-08,-0.96842027886981,0.20175000539382,0.087473532646027,-0.004096863660482,-0.015445107964563,-0.0066961559978352
2451612,-1.0742616362732e-06,1.5226797749884e-06,6.6015916193203e-07,-4.0257882306523e-08,3.7860168642734e-08,1.6414385654888e-08,-0.97237067387999,0.18627520440599,0.08076450250676,-0.0038037671400184,-0.015503707127597,-0.0067215631306763
2451613,-1.1149608191627e-06,1.5606220299764e-06,6.7660913834767e-07,-4.1140915600562e-08,3.802197313116e-08,1.6484540452075e-08,-0.97602751003459,0.17074416663786,0.074031089435817,-0.0035097612922231,-0.015557579915993,-0.0067449211634515
2451614,-1.1565442857061e-06,1.5987189804225e-06,6.9312618746928e-07,-4.202640354202e-08,3.8169555504151e-08,1.6548529308686e-08,-0.97938992403424,0.15516162303231,0.067275344514065,-0.0032149381698129,-0.015606717452464,-0.0067662262469228
2451615,-1.199014352353e-06,1.6369563928226e-06,7.0970413841804e-07,-4.2914069761477e-08,3.8302893759646e-08,1.6606342684245e-08,-0.98245714461723,0.13953231263305,0.060499322334993,-0.0029193897899586,-0.015651112411425,-0.0067854752045891
2451616,-1.2423730592776e-06,1.6753200139922e-06,7.263368117811e-07,-4.3803638093398e-08,3.8421970534647e-08,1.6657973049525e-08,-0.98522849250775,0.12386098103651,0.053705080333499,-0.002623208101948,-0.015690759011869,-0.0068026655295957
2451617,-1.2866221706307e-06,1.7137955756935e-06,7.4301802161785e-07,-4.4694832672063e-08,3.8526773082026e-08,1.6703414876499e-08,-0.98770338033202,0.10815237885101,0.046894678117899,-0.0023264849552447,-0.015725653009639,-0.0068177953813863
2451618,-1.3317631748865e-06,1.7523687992393e-06,7.5974157745577e-07,-4.5587378026275e-08,3.8617293245603e-08,1.6742664627533e-08,-0.98988131250264,0.092411260164043,0.040070176805403,-0.0020293120679569,-0.015755791689137,-0.0068308635821058
2451619,-1.3777972852845e-06,1.7910254000708e-06,7.7650128627512e-07,-4.6480999172792e-08,3.8693527433528e-08,1.6775720743848e-08,-0.99176188507167,0.07664238101808,0.033233638361317,-0.0017317809957279,-0.015781173854456,-0.0068418696127591
2451620,-1.4247254403633e-06,1.8297510923076e-06,7.9329095448177e-07,-4.7375421708462e-08,3.8755476590041e-08,1.6802583633274e-08,-0.99334478555279,0.060850497895558,0.026387124942202,-0.0014339831010596,-0.015801799819982,-0.006850813609133
2451621,-1.4725483045862e-06,1.8685315932693e-06,8.1010438986731e-07,-4.8270371901025e-08,3.8803146165619e-08,1.6823255657313e-08,-0.99462979271299,0.045040366213502,0.019532698243225,-0.0011360095230811,-0.01581767140045,-0.0068576963574893
2451622,-1.5212662690571e-06,1.9073526279662e-06,8.2693540355608e-07,-4.9165576778544e-08,3.8836546085602e-08,1.6837741117531e-08,-0.99561677633425,0.029216738828354,0.012672418849932,-0.00083795114777156,-0.0158287919005,-0.0068625192900341
2451623,-1.5708794523248e-06,1.9461999335574e-06,8.4377781193805e-07,-5.0060764217447e-08,3.8855690717306e-08,1.6846046241305e-08,-0.99630569694577,0.013384364551509,0.0058083455946627,-0.0005398985786479,-0.01583516610373,-0.0068652844801722
2451624,-1.621387701275e-06,1.9850592637765e-06,8.6062543858735e-07,-5.0955663029138e-08,3.88605988357e-08,1.6848179166942e-08,-0.99669660552696,-0.0024520133239746,-0.0010574650821947,-0.00024194210792561,-0.015836800261263,-0.0068659946375519
2451625,-1.6727905921078e-06,2.0239163933207e-06,8.7747211616543e-07,-5.1850003045173e-08,3.8851293587683e-08,1.6844149928193e-08,-0.99678964318198,-0.018287658484986,-0.0079229597658809,5.5828311838399e-05,-0.015833702079857,-0.0068646531029095
2451626,-1.7250874313996e-06,2.0627571222049e-06,8.9431168830852e-07,-5.2743515200956e-08,3.8827802455016e-08,1.6833970438178e-08,-0.99658504078606,-0.034117843047867,-0.014786088695694,0.00035332309561355,-0.015825880709562,-0.0068612638427172
2451627,-1.7782772572488e-06,2.1015672800772e-06,9.1113801149878e-07,-5.3635931617949e-08,3.879015721595e-08,1.6817654472757e-08,-0.99608311860431,-0.049937848995349,-0.021644806387975,0.00065045305326682,-0.015813346730944,-0.006855831443646
2451628,-1.8323588405019e-06,2.1403327304956e-06,9.2794495691845e-07,-5.4526985684366e-08,3.8738393905608e-08,1.6795217653347e-08,-0.99528428588328,-0.065742969600505,-0.028497072253456,0.00094712941643102,-0.015796112141892,-0.0068483611068458
2451629,-1.8873306860598e-06,2.1790393751649e-06,9.4472641228661e-07,-5.5416412134349e-08,3.8672552775167e-08,1.6766677429235e-08,-0.99418904041601,-0.081528510837318,-0.035340851208813,0.0012432638648643,-0.015774190344032,-0.0068388586420541
2451630,-1.9431910342632e-06,2.2176731581316e-06,9.6147628367802e-07,-5.6303947125586e-08,3.8592678249887e-08,1.6732053059371e-08,-0.99279796808092,-0.097289792777454,-0.042174114282236,0.001538768552296,-0.015747596128751,-0.0068273304615372
2451631,-1.9999378623539e-06,2.2562200699366e-06,9.7818849732343e-07,-5.7189328315391e-08,3.8498818886038e-08,1.6691365593705e-08,-0.99111174235515,-0.11302215097289,-0.04899483921286,0.0018335561317537,-0.015716345662853,-0.0068137835738733
2451632,-2.057568886012e-06,2.294666151724e-06,9.9485700139111e-07,-5.8072294935192e-08,3.8391027326772e-08,1.6644637854048e-08,-0.9891311238028,-0.128720937824,-0.055801011043907,0.0021275397803683,-0.015680456473871,-0.0067982255775823
2451633,-2.1160815609663e-06,2.3329974993062e-06,1.0114757677489e-06,-5.8952587863465e-08,3.826936025699e-08,1.6591894414509e-08,-0.98685695953865,-0.14438152393281,-0.062590622709382,0.0024206332236529,-0.015639947435037,-0.0067806646546116
2451634,-2.1754730846779e-06,2.3712002671818e-06,1.0280387937067e-06,-5.9829949697058e-08,3.8133878357252e-08,1.6533161581513e-08,-0.98429018266787,-0.15999929944106,-0.069361675614182,0.0027127507592541,-0.015594838749938,-0.0067611095636824
2451635,-2.2357403980924e-06,2.4092606725084e-06,1.0445401037383e-06,-6.0704124820936e-08,3.7984646256776e-08,1.6468467373422e-08,-0.98143181170219,-0.17556967535273,-0.076112180207493,0.0030038072801718,-0.015545151936864,-0.0067395696335057
